"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000025001",130,131,157,120,139,152
"ENSMUSG00000025002",2,0,2,0,3,3
"ENSMUSG00000025003",0,0,0,0,0,0
"ENSMUSG00000025004",0,0,0,0,0,0
"ENSMUSG00000025006",1586,1697,2619,1480,1910,2271
"ENSMUSG00000025007",824,1121,1469,698,1039,1125
"ENSMUSG00000025008",1141,1277,1633,981,1190,1379
"ENSMUSG00000025010",429,554,740,376,520,489
"ENSMUSG00000025013",18,16,28,9,9,11
"ENSMUSG00000025014",4,4,8,1,6,2
"ENSMUSG00000025016",8344,9675,14283,7086,10055,10204
"ENSMUSG00000025017",110,124,175,70,109,138
"ENSMUSG00000025019",466,458,778,450,484,830
"ENSMUSG00000025020",2389,2786,3560,1799,2446,2874
"ENSMUSG00000025024",463,590,822,366,537,568
"ENSMUSG00000025025",2925,3552,5210,2818,3795,3835
"ENSMUSG00000025026",4977,5697,9318,4559,6787,6312
"ENSMUSG00000025027",1103,1457,1984,955,1346,1449
"ENSMUSG00000025034",4684,5666,7684,3818,5702,5690
"ENSMUSG00000025035",2191,2927,4191,1778,2521,3115
"ENSMUSG00000025036",325,376,466,184,278,420
"ENSMUSG00000025037",1132,1391,2017,1131,1752,1340
"ENSMUSG00000025038",56,65,97,65,66,91
"ENSMUSG00000025040",1782,1824,2625,1405,2065,2063
"ENSMUSG00000025041",2295,3048,4087,2067,2849,2982
"ENSMUSG00000025043",0,0,0,0,0,0
"ENSMUSG00000025044",14,19,15,8,9,13
"ENSMUSG00000025047",1133,1308,1834,904,1354,1400
"ENSMUSG00000025049",304,401,622,307,397,469
"ENSMUSG00000025050",658,845,1073,597,746,847
"ENSMUSG00000025051",0,0,0,0,0,0
"ENSMUSG00000025056",1,0,1,0,1,2
"ENSMUSG00000025058",13,16,26,19,31,23
"ENSMUSG00000025059",1204,1250,1670,1084,1398,1286
"ENSMUSG00000025060",4840,5273,8018,4018,5632,6341
"ENSMUSG00000025064",8,3,16,13,43,28
"ENSMUSG00000025066",2803,3320,4562,2013,3072,3354
"ENSMUSG00000025068",748,756,1197,575,858,806
"ENSMUSG00000025069",29,25,30,10,35,16
"ENSMUSG00000025075",1,2,11,3,3,5
"ENSMUSG00000025076",169,162,227,112,158,135
"ENSMUSG00000025077",562,700,865,466,533,498
"ENSMUSG00000025078",593,706,1001,553,619,708
"ENSMUSG00000025081",33,10,19,16,14,26
"ENSMUSG00000025082",1,0,2,2,1,3
"ENSMUSG00000025083",400,508,597,348,516,394
"ENSMUSG00000025085",7321,8776,11525,6002,7898,8084
"ENSMUSG00000025086",1140,1359,2011,832,872,1135
"ENSMUSG00000025089",1347,1411,2955,1004,1579,2051
"ENSMUSG00000025090",7,0,0,0,4,1
"ENSMUSG00000025091",0,5,2,0,1,7
"ENSMUSG00000025092",13914,15712,21250,10383,13656,17651
"ENSMUSG00000025094",332,359,527,317,392,412
"ENSMUSG00000025102",165,175,223,138,149,174
"ENSMUSG00000025103",420,446,681,295,480,560
"ENSMUSG00000025104",6889,7820,10416,5374,7141,6988
"ENSMUSG00000025105",1,1,4,0,1,1
"ENSMUSG00000025127",3,3,6,2,2,0
"ENSMUSG00000025128",4313,4308,4819,2127,2338,4182
"ENSMUSG00000025129",1,0,1,0,0,0
"ENSMUSG00000025130",3698,4151,6439,3221,4792,4478
"ENSMUSG00000025132",10531,12609,17763,8696,14268,12943
"ENSMUSG00000025133",1084,1280,1706,796,1145,1278
"ENSMUSG00000025134",485,601,764,434,487,560
"ENSMUSG00000025135",1422,1993,2468,1236,2061,1735
"ENSMUSG00000025137",1482,1976,2510,1341,1911,1835
"ENSMUSG00000025138",1217,1479,1798,1036,1309,1410
"ENSMUSG00000025139",7702,9443,13311,7023,9915,9871
"ENSMUSG00000025140",95,85,158,89,110,94
"ENSMUSG00000025141",104,159,235,105,185,128
"ENSMUSG00000025142",628,747,945,491,725,639
"ENSMUSG00000025144",286,375,444,253,353,307
"ENSMUSG00000025145",2079,2622,2909,1601,1957,2277
"ENSMUSG00000025147",1181,1485,1898,997,1439,1338
"ENSMUSG00000025150",20,35,37,22,21,25
"ENSMUSG00000025151",19592,23771,30429,15848,20721,21329
"ENSMUSG00000025153",15864,17211,27036,14674,21756,19726
"ENSMUSG00000025154",240,270,356,204,256,328
"ENSMUSG00000025155",905,1252,1552,944,1202,1170
"ENSMUSG00000025156",224,299,325,206,219,265
"ENSMUSG00000025157",560,645,830,414,514,589
"ENSMUSG00000025158",2357,2946,3854,2001,2754,2689
"ENSMUSG00000025159",1266,1454,1857,982,1314,1347
"ENSMUSG00000025161",193,196,318,235,215,135
"ENSMUSG00000025162",7001,9060,11786,5789,7888,8656
"ENSMUSG00000025163",28,76,81,51,106,32
"ENSMUSG00000025165",0,0,0,0,0,0
"ENSMUSG00000025169",146,195,260,118,177,175
"ENSMUSG00000025170",1343,1739,2321,1018,1401,1930
"ENSMUSG00000025171",481,415,787,467,551,569
"ENSMUSG00000025172",2,6,7,2,17,4
"ENSMUSG00000025173",1123,1244,1745,825,1176,1299
"ENSMUSG00000025175",1088,1400,1785,891,1275,1449
"ENSMUSG00000025176",23,30,47,34,51,32
"ENSMUSG00000025178",4131,4944,6854,3341,4744,5104
"ENSMUSG00000025184",532,628,770,476,594,684
"ENSMUSG00000025185",3,12,13,3,9,15
"ENSMUSG00000025188",724,764,979,386,580,722
"ENSMUSG00000025189",8157,9496,12181,6206,7366,8825
"ENSMUSG00000025190",14564,19073,25007,11703,16283,17803
"ENSMUSG00000025192",468,657,937,407,551,720
"ENSMUSG00000025193",147,178,212,137,163,159
"ENSMUSG00000025194",7,11,7,3,4,11
"ENSMUSG00000025195",575,667,819,427,551,665
"ENSMUSG00000025196",4,2,3,4,4,5
"ENSMUSG00000025197",14,14,14,5,3,14
"ENSMUSG00000025198",1157,1279,1667,913,1205,1593
"ENSMUSG00000025199",1559,1927,2491,1329,1653,2025
"ENSMUSG00000025200",582,625,867,432,569,617
"ENSMUSG00000025201",77,79,123,74,104,122
"ENSMUSG00000025202",190,206,411,252,392,245
"ENSMUSG00000025203",71996,75300,131972,71197,126713,93120
"ENSMUSG00000025204",1311,1796,2245,1340,1988,1580
"ENSMUSG00000025207",1386,1660,2310,1091,1560,1561
"ENSMUSG00000025208",1283,1646,2183,1120,1615,1476
"ENSMUSG00000025209",722,825,1173,593,799,868
"ENSMUSG00000025212",5730,7396,9192,4965,6584,6571
"ENSMUSG00000025213",267,313,533,194,297,403
"ENSMUSG00000025215",0,0,1,0,0,0
"ENSMUSG00000025216",1,1,1,2,1,4
"ENSMUSG00000025217",5661,6470,9412,4677,6644,7330
"ENSMUSG00000025218",506,564,700,399,581,537
"ENSMUSG00000025219",3,0,0,0,0,1
"ENSMUSG00000025220",10989,11974,15563,7925,9779,12139
"ENSMUSG00000025221",8047,9174,10836,5074,7471,10074
"ENSMUSG00000025223",3294,4333,5365,2806,3815,4139
"ENSMUSG00000025224",4328,4928,6477,3582,4652,5397
"ENSMUSG00000025225",109,126,206,90,184,152
"ENSMUSG00000025226",533,687,887,495,675,609
"ENSMUSG00000025227",1080,1320,1725,905,1397,1258
"ENSMUSG00000025228",8119,10043,13669,6744,9777,9942
"ENSMUSG00000025229",3,2,2,2,5,1
"ENSMUSG00000025231",950,1120,1444,741,960,1113
"ENSMUSG00000025232",1571,2200,2796,1481,1976,1983
"ENSMUSG00000025234",4959,6230,8145,4456,5685,6496
"ENSMUSG00000025235",2329,2596,3589,1788,2314,2751
"ENSMUSG00000025236",619,787,1124,634,958,874
"ENSMUSG00000025237",4108,5170,6723,3428,4818,5176
"ENSMUSG00000025239",859,878,1484,728,1020,785
"ENSMUSG00000025240",3177,3532,4542,2470,3762,3818
"ENSMUSG00000025241",2992,3461,5074,3077,4154,3959
"ENSMUSG00000025243",2,4,8,2,1,2
"ENSMUSG00000025245",1066,1178,868,494,1068,1115
"ENSMUSG00000025246",3237,3889,5366,2920,3969,4359
"ENSMUSG00000025255",856,899,1297,419,848,1431
"ENSMUSG00000025257",18,27,23,18,32,13
"ENSMUSG00000025260",559,811,1108,618,859,846
"ENSMUSG00000025261",17873,20078,27479,16109,20841,22300
"ENSMUSG00000025262",2273,2350,3277,1915,2504,2725
"ENSMUSG00000025264",3321,3990,5041,2506,3629,3561
"ENSMUSG00000025265",591,610,799,405,617,632
"ENSMUSG00000025266",10732,12513,14603,7315,10768,10627
"ENSMUSG00000025268",1375,1566,1989,974,1531,1465
"ENSMUSG00000025269",146,167,265,148,165,270
"ENSMUSG00000025270",138,287,197,169,119,252
"ENSMUSG00000025271",24,34,50,18,27,17
"ENSMUSG00000025272",8099,9709,11899,7254,8084,9926
"ENSMUSG00000025277",1222,1546,2045,1086,1389,1664
"ENSMUSG00000025278",4077,4508,5766,2948,3864,5013
"ENSMUSG00000025279",3,5,25,7,2,16
"ENSMUSG00000025280",1225,1579,1867,970,1232,1408
"ENSMUSG00000025283",710,839,1178,649,778,890
"ENSMUSG00000025287",122,157,196,93,132,134
"ENSMUSG00000025288",0,0,0,0,0,0
"ENSMUSG00000025289",553,465,722,342,480,534
"ENSMUSG00000025290",57,77,103,66,82,79
"ENSMUSG00000025314",2270,2609,3575,2044,2660,3241
"ENSMUSG00000025316",1137,1228,1517,845,1152,1655
"ENSMUSG00000025317",6,11,6,7,11,5
"ENSMUSG00000025318",16555,19289,26049,13302,20081,20531
"ENSMUSG00000025321",4210,3960,6174,3453,4833,4381
"ENSMUSG00000025323",1607,1735,2600,1416,1495,2058
"ENSMUSG00000025324",516,524,803,781,1065,949
"ENSMUSG00000025326",2922,3172,4717,2702,3227,4039
"ENSMUSG00000025328",1,2,4,0,1,0
"ENSMUSG00000025329",2,4,1,0,1,1
"ENSMUSG00000025330",1,1,3,4,2,4
"ENSMUSG00000025332",2742,3310,4301,2990,4494,3498
"ENSMUSG00000025333",2,3,1,3,13,1
"ENSMUSG00000025337",1387,2029,2650,1243,1834,1780
"ENSMUSG00000025340",1630,1921,2688,1277,1729,1987
"ENSMUSG00000025347",0,0,0,0,1,0
"ENSMUSG00000025348",662,713,1116,643,867,756
"ENSMUSG00000025350",67,123,147,71,120,111
"ENSMUSG00000025351",86,137,166,99,162,125
"ENSMUSG00000025352",771,970,1634,732,1262,1164
"ENSMUSG00000025353",41,53,69,38,55,48
"ENSMUSG00000025354",2396,2927,3998,2042,2767,3051
"ENSMUSG00000025355",34,25,54,28,25,37
"ENSMUSG00000025357",377,521,664,305,497,522
"ENSMUSG00000025358",97,88,145,96,154,122
"ENSMUSG00000025359",18,11,25,17,25,16
"ENSMUSG00000025362",55,104,88,42,68,68
"ENSMUSG00000025364",1451,1822,2246,1269,1705,1727
"ENSMUSG00000025366",746,865,1344,629,927,963
"ENSMUSG00000025369",14507,17277,23858,12447,17638,17130
"ENSMUSG00000025370",619,797,1331,549,986,1113
"ENSMUSG00000025371",867,1116,1399,753,1062,950
"ENSMUSG00000025372",12958,15121,20538,10572,13485,18814
"ENSMUSG00000025373",2690,4077,5213,2563,3280,3991
"ENSMUSG00000025374",1357,1763,2281,1057,1712,1611
"ENSMUSG00000025375",16703,18908,27338,15745,21697,17742
"ENSMUSG00000025377",629,797,1080,593,797,855
"ENSMUSG00000025380",10,11,20,13,4,21
"ENSMUSG00000025381",806,901,1217,636,849,785
"ENSMUSG00000025383",0,0,3,6,0,3
"ENSMUSG00000025384",657,739,977,502,700,851
"ENSMUSG00000025386",19,10,20,10,7,22
"ENSMUSG00000025389",5,2,1,0,4,2
"ENSMUSG00000025393",28990,37336,50327,26625,36453,35333
"ENSMUSG00000025395",169,227,269,147,198,159
"ENSMUSG00000025396",0,1,0,0,0,0
"ENSMUSG00000025400",243,316,375,191,282,236
"ENSMUSG00000025401",52,51,72,46,36,91
"ENSMUSG00000025402",1970,3134,3817,1472,1773,2785
"ENSMUSG00000025403",626,781,1003,558,857,751
"ENSMUSG00000025404",9895,12272,15678,8626,12820,10909
"ENSMUSG00000025405",2,3,1,3,6,4
"ENSMUSG00000025407",160,202,247,186,266,229
"ENSMUSG00000025408",1047,1457,1818,888,1273,1472
"ENSMUSG00000025409",1817,2551,3158,1470,2063,2456
"ENSMUSG00000025410",8836,10694,14347,7154,9936,10303
"ENSMUSG00000025413",1942,2256,2808,1673,2026,1956
"ENSMUSG00000025417",7221,9702,13640,6454,9000,9809
"ENSMUSG00000025418",0,3,1,0,0,0
"ENSMUSG00000025420",172,172,185,119,151,184
"ENSMUSG00000025421",2908,3102,5082,2621,3778,3472
"ENSMUSG00000025422",58154,68163,91515,51020,72655,69647
"ENSMUSG00000025423",2917,3486,4750,2781,3613,3816
"ENSMUSG00000025425",1763,2355,3071,1712,2391,2120
"ENSMUSG00000025427",4235,4920,7295,3807,5131,5898
"ENSMUSG00000025428",27976,35283,45681,23542,32821,33291
"ENSMUSG00000025429",123,147,232,167,199,221
"ENSMUSG00000025431",1,0,0,0,0,0
"ENSMUSG00000025432",11,23,29,16,19,24
"ENSMUSG00000025433",0,1,0,0,0,0
"ENSMUSG00000025436",166,210,335,112,245,196
"ENSMUSG00000025437",5903,6748,9242,4998,6797,7311
"ENSMUSG00000025439",1450,1824,2404,1186,1716,1738
"ENSMUSG00000025450",181,120,109,63,147,100
"ENSMUSG00000025451",2249,2640,3674,1814,2753,2583
"ENSMUSG00000025453",1507,1296,1795,1017,2028,1415
"ENSMUSG00000025461",8,6,6,2,7,5
"ENSMUSG00000025464",18,28,30,26,16,17
"ENSMUSG00000025465",1216,1527,2154,1098,1675,1381
"ENSMUSG00000025466",327,486,613,343,488,378
"ENSMUSG00000025467",4,4,9,5,9,7
"ENSMUSG00000025468",4977,6140,7887,3841,5071,5625
"ENSMUSG00000025469",3,6,1,0,1,4
"ENSMUSG00000025470",595,681,779,461,633,584
"ENSMUSG00000025473",196,200,220,140,151,252
"ENSMUSG00000025474",1787,2214,2654,1325,1695,1732
"ENSMUSG00000025475",3723,4573,6599,3087,4600,4131
"ENSMUSG00000025477",2009,2243,3251,1609,2074,2749
"ENSMUSG00000025478",2412,2920,3505,1952,2379,2747
"ENSMUSG00000025479",20,9,18,3,6,17
"ENSMUSG00000025480",10,14,16,6,9,7
"ENSMUSG00000025481",25,47,97,41,94,18
"ENSMUSG00000025482",17,16,14,13,10,22
"ENSMUSG00000025484",1188,1417,1917,1016,1534,1335
"ENSMUSG00000025485",2426,2743,3647,1995,2482,2556
"ENSMUSG00000025486",2016,2608,3447,1880,2713,2408
"ENSMUSG00000025487",1100,1403,1876,915,1211,1335
"ENSMUSG00000025488",10,12,25,17,19,22
"ENSMUSG00000025489",1,3,4,0,5,5
"ENSMUSG00000025491",4,5,7,5,11,6
"ENSMUSG00000025492",147,174,239,129,184,217
"ENSMUSG00000025494",70,57,82,60,90,63
"ENSMUSG00000025495",1738,2188,2828,1526,2268,2007
"ENSMUSG00000025496",18,21,40,13,12,18
"ENSMUSG00000025497",0,1,0,0,1,1
"ENSMUSG00000025498",45,48,65,42,48,32
"ENSMUSG00000025499",3071,4146,5793,2961,4465,4289
"ENSMUSG00000025500",3,4,5,6,4,4
"ENSMUSG00000025503",1539,2059,2667,1521,2224,1921
"ENSMUSG00000025504",146,156,218,89,97,155
"ENSMUSG00000025505",976,1152,1435,768,1133,1113
"ENSMUSG00000025507",83,74,136,76,110,82
"ENSMUSG00000025508",116,125,175,85,138,128
"ENSMUSG00000025509",714,824,1406,698,1063,1005
"ENSMUSG00000025510",814,951,1450,727,1315,918
"ENSMUSG00000025511",302,307,428,281,434,308
"ENSMUSG00000025512",1845,2203,2863,1559,2097,2054
"ENSMUSG00000025515",5,4,2,7,9,7
"ENSMUSG00000025519",24,10,18,22,17,16
"ENSMUSG00000025521",622,776,1011,524,768,726
"ENSMUSG00000025525",98,135,169,63,125,97
"ENSMUSG00000025527",2,3,4,1,1,2
"ENSMUSG00000025528",0,0,1,0,1,2
"ENSMUSG00000025529",556,696,985,598,691,708
"ENSMUSG00000025531",2029,2145,3151,1759,2191,2384
"ENSMUSG00000025532",835,984,1470,741,1118,1216
"ENSMUSG00000025533",365,389,522,267,360,365
"ENSMUSG00000025534",606,740,1074,591,891,699
"ENSMUSG00000025537",568,658,999,454,728,547
"ENSMUSG00000025538",517,591,820,371,566,500
"ENSMUSG00000025544",4118,4720,6420,3324,4338,4727
"ENSMUSG00000025545",599,620,1003,552,791,681
"ENSMUSG00000025551",2310,2508,3275,1818,2489,2762
"ENSMUSG00000025555",3661,4127,5271,2952,3990,4526
"ENSMUSG00000025557",4,1,3,9,2,3
"ENSMUSG00000025558",4965,5796,8939,5350,6928,7478
"ENSMUSG00000025571",6304,7434,10062,5294,6519,7588
"ENSMUSG00000025572",219,243,267,138,201,213
"ENSMUSG00000025573",5,6,8,3,3,1
"ENSMUSG00000025574",30,29,33,15,32,56
"ENSMUSG00000025575",2765,3093,4101,2198,3028,3011
"ENSMUSG00000025576",12707,15625,21607,10453,15533,16242
"ENSMUSG00000025577",71,129,202,84,155,145
"ENSMUSG00000025578",334,465,599,336,446,410
"ENSMUSG00000025579",13852,16271,19571,10365,12835,13342
"ENSMUSG00000025580",219,279,324,174,260,284
"ENSMUSG00000025582",28729,33192,42984,20974,29808,34429
"ENSMUSG00000025583",3975,4965,6252,3423,4734,4626
"ENSMUSG00000025584",658,828,1534,698,1496,864
"ENSMUSG00000025586",4327,4758,6252,3210,4344,4955
"ENSMUSG00000025588",45,63,126,48,92,65
"ENSMUSG00000025591",245,300,433,219,263,339
"ENSMUSG00000025592",32,24,38,15,30,20
"ENSMUSG00000025597",674,742,1140,584,954,799
"ENSMUSG00000025602",281,329,413,268,268,283
"ENSMUSG00000025607",2877,3201,4613,2380,3017,3407
"ENSMUSG00000025608",2370,2367,2845,2006,2934,1951
"ENSMUSG00000025609",5441,6078,8334,4689,5847,6780
"ENSMUSG00000025610",14,23,24,18,20,22
"ENSMUSG00000025612",586,604,1069,487,780,873
"ENSMUSG00000025613",4163,5196,7166,3517,4750,5182
"ENSMUSG00000025616",1285,1568,2064,1192,1307,1389
"ENSMUSG00000025626",1351,1564,2139,1024,1435,1646
"ENSMUSG00000025630",4400,5130,7149,3665,4738,5055
"ENSMUSG00000025644",25,37,44,8,25,18
"ENSMUSG00000025645",205,211,337,164,252,242
"ENSMUSG00000025646",863,1128,1312,746,941,1027
"ENSMUSG00000025647",1879,2161,3115,1668,2484,2066
"ENSMUSG00000025648",819,878,1115,565,723,871
"ENSMUSG00000025650",65,79,116,74,79,109
"ENSMUSG00000025651",6958,9175,12141,6074,8902,8444
"ENSMUSG00000025652",1,1,2,2,2,0
"ENSMUSG00000025656",20243,23876,32407,17618,22398,25731
"ENSMUSG00000025658",13065,14023,18719,10822,13466,14943
"ENSMUSG00000025665",191,212,228,134,154,229
"ENSMUSG00000025666",5735,6297,9247,4539,6895,6261
"ENSMUSG00000025701",26,40,47,24,41,38
"ENSMUSG00000025702",3089,3384,5150,2842,4330,3588
"ENSMUSG00000025716",0,0,3,1,3,5
"ENSMUSG00000025722",1172,1510,1809,877,1229,1309
"ENSMUSG00000025723",156,138,184,76,82,179
"ENSMUSG00000025724",521,692,980,477,639,700
"ENSMUSG00000025726",11,14,29,12,27,15
"ENSMUSG00000025727",68,79,123,47,132,52
"ENSMUSG00000025728",3598,4573,6221,3352,4892,4165
"ENSMUSG00000025730",2041,2535,3363,1713,2375,2589
"ENSMUSG00000025731",575,752,883,498,673,618
"ENSMUSG00000025732",251,318,487,239,328,316
"ENSMUSG00000025733",1237,1692,2089,1141,1469,1637
"ENSMUSG00000025735",119,107,160,79,110,149
"ENSMUSG00000025736",994,1241,1431,918,1110,1033
"ENSMUSG00000025737",1323,1676,1948,1060,1443,1424
"ENSMUSG00000025738",62124,64735,86660,45439,70144,73678
"ENSMUSG00000025739",264,477,641,320,674,431
"ENSMUSG00000025742",1686,1636,2603,1323,1920,1847
"ENSMUSG00000025743",12385,13665,18961,9885,13641,14020
"ENSMUSG00000025745",1683,2269,3201,1749,2668,2296
"ENSMUSG00000025746",0,1,1,1,1,0
"ENSMUSG00000025747",20,25,42,11,22,35
"ENSMUSG00000025754",6,9,16,4,5,13
"ENSMUSG00000025757",8901,9930,15029,8070,10496,12069
"ENSMUSG00000025758",155,185,230,139,213,230
"ENSMUSG00000025759",644,806,1007,609,798,759
"ENSMUSG00000025762",132,138,179,96,129,156
"ENSMUSG00000025764",2281,2736,3770,2075,2609,2768
"ENSMUSG00000025766",437,691,657,592,811,729
"ENSMUSG00000025774",0,0,0,0,0,0
"ENSMUSG00000025776",240,223,241,150,193,343
"ENSMUSG00000025777",6291,7395,9780,5066,6938,7528
"ENSMUSG00000025779",23,25,31,25,26,35
"ENSMUSG00000025780",2013,2268,3620,1720,2619,2686
"ENSMUSG00000025781",1445,1792,2360,1172,1657,1730
"ENSMUSG00000025782",913,985,1346,694,1032,1221
"ENSMUSG00000025783",0,0,0,0,0,0
"ENSMUSG00000025784",198,188,392,91,148,168
"ENSMUSG00000025785",398,558,729,410,465,505
"ENSMUSG00000025786",3635,4478,6148,3258,4539,4415
"ENSMUSG00000025787",18,34,36,31,30,31
"ENSMUSG00000025789",98,100,173,67,194,167
"ENSMUSG00000025790",1371,1390,2197,1275,1803,1685
"ENSMUSG00000025791",1286,1902,2127,1479,2103,1612
"ENSMUSG00000025792",504,600,864,443,645,593
"ENSMUSG00000025793",2828,3416,4707,2188,3434,3364
"ENSMUSG00000025794",638,871,1052,483,783,693
"ENSMUSG00000025795",3902,4736,5288,2972,4196,4051
"ENSMUSG00000025804",14,14,15,2,32,28
"ENSMUSG00000025808",0,0,0,0,0,0
"ENSMUSG00000025809",2580,3059,4591,2465,3720,3318
"ENSMUSG00000025810",1261,1674,2581,1439,2188,1560
"ENSMUSG00000025812",622,721,1090,605,998,874
"ENSMUSG00000025813",3473,3470,5136,3307,4095,4343
"ENSMUSG00000025815",407,507,578,284,384,416
"ENSMUSG00000025816",1461,1618,1978,1062,1182,1609
"ENSMUSG00000025817",524,617,918,479,671,733
"ENSMUSG00000025821",988,1140,1571,758,1119,1164
"ENSMUSG00000025823",1350,1576,2291,1286,1824,2351
"ENSMUSG00000025825",245,268,423,195,298,288
"ENSMUSG00000025838",0,0,0,0,0,0
"ENSMUSG00000025839",0,0,0,0,0,0
"ENSMUSG00000025854",1813,2019,2970,1393,2032,2028
"ENSMUSG00000025855",36901,45189,63766,32016,49497,45384
"ENSMUSG00000025856",1519,1709,2510,1409,1867,1847
"ENSMUSG00000025857",296,386,510,275,394,404
"ENSMUSG00000025858",763,913,1180,578,790,855
"ENSMUSG00000025860",5195,5566,8050,4473,5940,6338
"ENSMUSG00000025862",2799,3165,4494,2441,3415,3395
"ENSMUSG00000025867",70080,79762,119043,58880,95208,93939
"ENSMUSG00000025868",2456,3282,4232,2109,3228,2941
"ENSMUSG00000025869",489,566,788,397,543,580
"ENSMUSG00000025870",415,518,721,394,418,527
"ENSMUSG00000025871",2807,3489,4641,2373,3864,3361
"ENSMUSG00000025872",1140,1300,1754,796,1334,1268
"ENSMUSG00000025873",2177,2712,3578,1808,2403,2629
"ENSMUSG00000025875",961,1351,1400,672,1440,967
"ENSMUSG00000025876",5314,6228,8586,4427,6196,7262
"ENSMUSG00000025877",61,78,101,62,83,64
"ENSMUSG00000025878",563,698,838,487,590,650
"ENSMUSG00000025880",1011,1478,2344,1048,1787,1343
"ENSMUSG00000025885",1365,1607,1968,875,1165,1870
"ENSMUSG00000025887",50,74,78,32,43,91
"ENSMUSG00000025888",127,169,235,117,114,138
"ENSMUSG00000025889",8320,9880,13739,6715,9663,10472
"ENSMUSG00000025892",6665,7930,9765,6205,6728,7281
"ENSMUSG00000025893",342,392,451,252,322,437
"ENSMUSG00000025894",1020,1150,1711,988,1204,1284
"ENSMUSG00000025898",592,681,970,461,591,678
"ENSMUSG00000025899",762,862,1195,699,916,1087
"ENSMUSG00000025900",1,2,0,2,8,2
"ENSMUSG00000025902",397,393,363,346,496,290
"ENSMUSG00000025903",1101,1246,1796,1044,1298,1243
"ENSMUSG00000025905",434,317,659,179,418,1061
"ENSMUSG00000025907",2159,2478,3503,1879,2513,2704
"ENSMUSG00000025909",1280,1453,1929,1041,1273,1392
"ENSMUSG00000025911",470,551,638,333,606,583
"ENSMUSG00000025912",274,283,368,233,309,362
"ENSMUSG00000025915",488,552,609,410,623,623
"ENSMUSG00000025916",23,18,13,18,29,25
"ENSMUSG00000025917",1746,2222,2965,1505,2029,2151
"ENSMUSG00000025920",6707,7619,10683,5631,8121,7527
"ENSMUSG00000025921",436,540,728,418,609,598
"ENSMUSG00000025922",0,0,0,0,0,0
"ENSMUSG00000025925",308,439,412,297,372,343
"ENSMUSG00000025927",87,104,186,54,102,90
"ENSMUSG00000025929",0,0,0,0,0,0
"ENSMUSG00000025930",62,72,78,48,61,57
"ENSMUSG00000025931",5869,6603,12115,8518,11930,10170
"ENSMUSG00000025932",575,636,954,447,644,731
"ENSMUSG00000025933",765,944,1165,579,933,952
"ENSMUSG00000025934",89,74,92,57,65,70
"ENSMUSG00000025935",1338,1346,2091,987,1453,1477
"ENSMUSG00000025936",0,0,0,0,0,0
"ENSMUSG00000025937",374,382,668,377,546,407
"ENSMUSG00000025938",119,107,164,112,154,271
"ENSMUSG00000025939",2306,2549,3635,1982,2585,2713
"ENSMUSG00000025940",1327,1618,2156,1302,1850,1838
"ENSMUSG00000025945",0,0,0,0,0,0
"ENSMUSG00000025946",83,101,137,67,100,101
"ENSMUSG00000025949",1312,1314,1935,1124,1405,1785
"ENSMUSG00000025950",1483,1633,2525,1417,2055,1804
"ENSMUSG00000025952",0,0,0,0,1,0
"ENSMUSG00000025955",1,0,1,1,0,2
"ENSMUSG00000025956",432,540,805,377,550,584
"ENSMUSG00000025958",3106,3247,5033,2777,3650,4121
"ENSMUSG00000025959",1515,1724,2280,1123,1707,1804
"ENSMUSG00000025961",59,75,100,68,86,99
"ENSMUSG00000025962",679,819,1022,591,824,787
"ENSMUSG00000025963",28,45,38,32,35,32
"ENSMUSG00000025964",6802,7860,11996,6665,9634,10490
"ENSMUSG00000025967",1001,1424,1814,931,1359,1275
"ENSMUSG00000025968",4212,5742,7363,3744,5213,5070
"ENSMUSG00000025969",1140,1066,2546,989,1225,2003
"ENSMUSG00000025971",615,731,945,532,713,736
"ENSMUSG00000025977",1,1,4,2,1,1
"ENSMUSG00000025978",1073,1111,1735,942,1546,1371
"ENSMUSG00000025979",1746,2032,2833,1475,1843,2014
"ENSMUSG00000025980",117,174,197,92,151,185
"ENSMUSG00000025981",483,687,1013,419,543,651
"ENSMUSG00000025982",11840,14117,18179,11284,13175,13864
"ENSMUSG00000025983",8,9,10,5,5,9
