"","WT 1","WT 2","WT 3","KO 1","KO 2","KO 3"
"ENSMUSG00000024169",0,5,0,5,3,1
"ENSMUSG00000024170",2,1,0,1,3,0
"ENSMUSG00000024171",0,0,0,0,0,0
"ENSMUSG00000024172",2,9,9,12,18,2
"ENSMUSG00000024173",0,0,0,0,0,0
"ENSMUSG00000024174",0,0,0,0,1,0
"ENSMUSG00000024175",0,0,0,0,0,0
"ENSMUSG00000024176",4,2,6,12,17,4
"ENSMUSG00000024177",0,0,0,0,0,0
"ENSMUSG00000024180",1,0,1,1,0,0
"ENSMUSG00000024181",1,1,1,6,3,0
"ENSMUSG00000024182",0,1,1,4,4,0
"ENSMUSG00000024184",0,0,0,0,0,0
"ENSMUSG00000024186",0,2,0,2,3,0
"ENSMUSG00000024187",1,3,0,3,1,1
"ENSMUSG00000024188",1,0,4,20,7,9
"ENSMUSG00000024190",12,9,7,25,14,5
"ENSMUSG00000024191",0,0,0,4,0,1
"ENSMUSG00000024193",2,6,1,7,3,2
"ENSMUSG00000024194",2,1,0,2,1,0
"ENSMUSG00000024197",0,1,0,0,2,0
"ENSMUSG00000024201",4,3,3,13,11,1
"ENSMUSG00000024205",0,0,0,0,0,0
"ENSMUSG00000024206",1,0,0,0,0,0
"ENSMUSG00000024207",0,0,0,0,0,0
"ENSMUSG00000024208",2,1,2,2,0,0
"ENSMUSG00000024209",0,0,0,0,2,0
"ENSMUSG00000024210",0,0,0,0,0,0
"ENSMUSG00000024211",1,3,3,5,7,0
"ENSMUSG00000024212",0,1,2,7,5,0
"ENSMUSG00000024213",5,8,5,17,13,2
"ENSMUSG00000024215",0,0,0,0,0,0
"ENSMUSG00000024217",1,0,0,0,0,0
"ENSMUSG00000024218",0,4,0,2,2,0
"ENSMUSG00000024219",4,8,1,7,5,0
"ENSMUSG00000024220",1,0,2,2,2,1
"ENSMUSG00000024222",2,2,0,7,8,2
"ENSMUSG00000024223",1,0,0,0,0,0
"ENSMUSG00000024224",0,0,0,0,0,0
"ENSMUSG00000024225",0,0,0,0,0,0
"ENSMUSG00000024227",0,0,0,0,1,0
"ENSMUSG00000024228",0,0,1,5,2,0
"ENSMUSG00000024231",2,6,3,9,9,4
"ENSMUSG00000024232",3,1,1,0,2,1
"ENSMUSG00000024233",0,0,0,0,0,0
"ENSMUSG00000024234",1,1,0,5,7,1
"ENSMUSG00000024235",2,0,0,0,1,1
"ENSMUSG00000024236",2,1,0,0,2,2
"ENSMUSG00000024238",6,4,4,9,5,1
"ENSMUSG00000024240",5,5,8,13,18,6
"ENSMUSG00000024241",2,6,9,11,16,12
"ENSMUSG00000024242",7,2,2,10,18,6
"ENSMUSG00000024245",2,0,0,12,6,2
"ENSMUSG00000024246",0,0,1,1,0,0
"ENSMUSG00000024247",2,3,0,2,8,1
"ENSMUSG00000024248",0,0,0,0,2,2
"ENSMUSG00000024251",1,0,2,3,6,0
"ENSMUSG00000024253",0,3,2,0,3,1
"ENSMUSG00000024254",0,0,0,0,0,0
"ENSMUSG00000024256",2,0,0,2,4,0
"ENSMUSG00000024258",0,0,1,1,4,0
"ENSMUSG00000024259",5,2,1,8,9,3
"ENSMUSG00000024260",0,1,0,9,6,2
"ENSMUSG00000024261",13,11,3,25,24,10
"ENSMUSG00000024266",0,0,0,0,0,0
"ENSMUSG00000024268",18,14,5,64,45,23
"ENSMUSG00000024269",2,1,0,3,3,0
"ENSMUSG00000024270",5,4,1,4,9,1
"ENSMUSG00000024271",3,2,0,10,9,2
"ENSMUSG00000024273",0,0,0,0,0,0
"ENSMUSG00000024274",0,0,0,0,0,0
"ENSMUSG00000024276",2,5,2,11,6,2
"ENSMUSG00000024277",8,8,4,25,29,10
"ENSMUSG00000024283",4,2,1,8,5,3
"ENSMUSG00000024286",3,7,3,13,17,3
"ENSMUSG00000024287",3,3,0,8,9,1
"ENSMUSG00000024290",1,1,0,3,4,3
"ENSMUSG00000024292",0,0,0,1,0,0
"ENSMUSG00000024293",3,1,1,3,8,3
"ENSMUSG00000024294",27,19,14,65,45,18
"ENSMUSG00000024295",0,1,0,0,0,0
"ENSMUSG00000024298",8,7,2,14,8,0
"ENSMUSG00000024299",0,2,2,1,0,1
"ENSMUSG00000024300",1,0,0,0,0,0
"ENSMUSG00000024301",0,0,0,0,0,0
"ENSMUSG00000024302",6,4,2,15,21,3
"ENSMUSG00000024304",10,5,5,15,13,9
"ENSMUSG00000024306",0,0,0,0,0,0
"ENSMUSG00000024308",3,1,1,4,4,5
"ENSMUSG00000024309",0,0,0,0,2,0
"ENSMUSG00000024312",0,0,1,1,1,0
"ENSMUSG00000024313",0,0,0,0,0,0
"ENSMUSG00000024317",0,0,3,4,1,0
"ENSMUSG00000024319",0,0,1,3,6,1
"ENSMUSG00000024325",1,0,1,5,4,1
"ENSMUSG00000024327",2,0,0,0,0,1
"ENSMUSG00000024330",3,1,1,6,2,1
"ENSMUSG00000024331",0,1,0,0,0,0
"ENSMUSG00000024334",0,0,0,0,0,0
"ENSMUSG00000024335",15,19,6,35,21,13
"ENSMUSG00000024338",0,1,0,1,0,0
"ENSMUSG00000024339",1,0,0,1,0,0
"ENSMUSG00000024340",0,0,0,0,0,0
"ENSMUSG00000024346",0,1,0,1,0,1
"ENSMUSG00000024347",1,3,1,5,4,1
"ENSMUSG00000024349",0,0,0,0,0,0
"ENSMUSG00000024350",11,8,11,28,24,3
"ENSMUSG00000024352",0,0,0,1,0,0
"ENSMUSG00000024353",1,0,0,0,0,0
"ENSMUSG00000024354",0,0,1,0,0,1
"ENSMUSG00000024357",0,0,0,2,0,0
"ENSMUSG00000024359",4,6,3,9,15,6
"ENSMUSG00000024360",3,4,1,11,13,2
"ENSMUSG00000024365",0,0,0,0,0,0
"ENSMUSG00000024366",0,0,0,0,0,0
"ENSMUSG00000024369",1,0,1,4,0,0
"ENSMUSG00000024370",4,3,2,7,4,2
"ENSMUSG00000024371",0,1,0,0,0,0
"ENSMUSG00000024376",0,0,0,0,0,0
"ENSMUSG00000024378",4,4,2,10,11,5
"ENSMUSG00000024379",0,0,0,0,0,0
"ENSMUSG00000024381",5,2,3,15,11,2
"ENSMUSG00000024382",0,4,2,4,1,0
"ENSMUSG00000024383",1,1,2,11,8,4
"ENSMUSG00000024384",5,2,1,5,1,3
"ENSMUSG00000024386",0,0,0,0,0,0
"ENSMUSG00000024387",6,3,0,9,8,5
"ENSMUSG00000024388",0,0,0,0,0,1
"ENSMUSG00000024391",0,0,0,0,0,0
"ENSMUSG00000024392",10,4,1,17,13,3
"ENSMUSG00000024393",14,19,13,41,28,3
"ENSMUSG00000024395",1,0,0,0,1,0
"ENSMUSG00000024397",0,0,0,0,0,0
"ENSMUSG00000024399",0,0,0,0,0,0
"ENSMUSG00000024400",1,2,3,5,7,1
"ENSMUSG00000024401",0,0,0,0,0,0
"ENSMUSG00000024402",0,0,0,0,0,0
"ENSMUSG00000024403",2,7,12,31,43,13
"ENSMUSG00000024404",1,0,4,3,6,3
"ENSMUSG00000024406",0,0,0,0,0,0
"ENSMUSG00000024409",0,0,0,0,0,0
"ENSMUSG00000024410",1,1,1,4,2,0
"ENSMUSG00000024411",4,5,2,7,2,5
"ENSMUSG00000024413",5,5,2,16,8,1
"ENSMUSG00000024414",1,0,0,0,0,1
"ENSMUSG00000024420",0,0,0,6,1,0
"ENSMUSG00000024421",0,0,0,1,0,1
"ENSMUSG00000024422",1,3,0,4,3,1
"ENSMUSG00000024423",23,14,9,45,49,11
"ENSMUSG00000024424",0,1,2,3,3,0
"ENSMUSG00000024425",16,12,7,50,35,9
"ENSMUSG00000024426",3,1,3,4,2,3
"ENSMUSG00000024427",0,1,3,1,4,0
"ENSMUSG00000024429",5,3,2,15,4,1
"ENSMUSG00000024430",1,0,0,2,1,0
"ENSMUSG00000024431",14,10,2,26,36,11
"ENSMUSG00000024436",0,1,0,1,0,1
"ENSMUSG00000024437",0,0,0,0,0,0
"ENSMUSG00000024440",0,0,0,0,0,0
"ENSMUSG00000024442",0,1,0,2,1,1
"ENSMUSG00000024446",0,0,0,1,1,0
"ENSMUSG00000024448",0,0,0,0,0,0
"ENSMUSG00000024451",3,0,0,1,0,0
"ENSMUSG00000024454",2,0,2,3,4,2
"ENSMUSG00000024456",0,11,4,12,7,5
"ENSMUSG00000024457",0,2,0,1,1,0
"ENSMUSG00000024459",1,0,0,0,0,0
"ENSMUSG00000024462",34,34,11,111,112,31
"ENSMUSG00000024471",0,0,0,1,0,0
"ENSMUSG00000024472",8,2,3,22,32,11
"ENSMUSG00000024474",2,4,4,4,5,4
"ENSMUSG00000024477",0,0,0,0,1,1
"ENSMUSG00000024479",16,8,6,33,51,3
"ENSMUSG00000024480",0,0,0,0,0,0
"ENSMUSG00000024481",0,0,0,0,0,0
"ENSMUSG00000024483",6,3,1,7,9,3
"ENSMUSG00000024485",0,0,0,0,0,0
"ENSMUSG00000024486",7,4,1,4,3,3
"ENSMUSG00000024487",0,2,1,1,2,2
"ENSMUSG00000024491",2,5,3,12,8,4
"ENSMUSG00000024493",2,7,3,7,8,0
"ENSMUSG00000024497",0,0,0,0,0,0
"ENSMUSG00000024498",1,4,0,7,6,2
"ENSMUSG00000024500",7,8,8,25,29,7
"ENSMUSG00000024501",5,3,0,3,2,2
"ENSMUSG00000024502",3,1,1,13,4,1
"ENSMUSG00000024503",0,0,0,0,0,0
"ENSMUSG00000024505",0,0,0,2,0,0
"ENSMUSG00000024507",2,0,4,4,5,1
"ENSMUSG00000024510",0,0,0,0,0,0
"ENSMUSG00000024511",5,4,1,6,9,2
"ENSMUSG00000024512",0,0,0,0,0,0
"ENSMUSG00000024513",3,2,2,6,6,2
"ENSMUSG00000024515",0,3,2,7,8,3
"ENSMUSG00000024516",0,3,0,1,4,1
"ENSMUSG00000024517",0,0,1,1,1,0
"ENSMUSG00000024518",0,0,0,0,0,0
"ENSMUSG00000024519",0,0,0,0,0,0
"ENSMUSG00000024521",0,2,0,1,1,0
"ENSMUSG00000024524",14,4,3,15,13,9
"ENSMUSG00000024525",0,0,0,2,0,0
"ENSMUSG00000024526",0,0,0,0,0,0
"ENSMUSG00000024527",6,2,2,7,8,4
"ENSMUSG00000024528",0,2,0,1,0,0
"ENSMUSG00000024529",0,1,0,3,1,0
"ENSMUSG00000024530",2,1,0,4,3,1
"ENSMUSG00000024532",0,0,0,0,0,0
"ENSMUSG00000024533",5,9,6,21,29,9
"ENSMUSG00000024534",1,1,0,1,2,0
"ENSMUSG00000024535",1,1,1,0,3,2
"ENSMUSG00000024537",1,0,0,3,2,1
"ENSMUSG00000024538",0,0,0,0,0,0
"ENSMUSG00000024539",0,0,1,3,6,0
"ENSMUSG00000024542",0,0,1,0,0,0
"ENSMUSG00000024544",0,1,1,5,3,0
"ENSMUSG00000024546",0,0,0,0,0,0
"ENSMUSG00000024548",16,6,9,16,22,7
"ENSMUSG00000024552",0,0,0,1,0,0
"ENSMUSG00000024553",0,0,0,0,0,0
"ENSMUSG00000024556",1,1,0,6,1,1
"ENSMUSG00000024558",5,4,4,12,12,5
"ENSMUSG00000024560",5,1,2,4,3,2
"ENSMUSG00000024561",0,1,1,1,5,0
"ENSMUSG00000024563",0,2,1,3,5,2
"ENSMUSG00000024565",0,2,0,2,0,0
"ENSMUSG00000024566",0,3,3,10,11,4
"ENSMUSG00000024570",0,1,0,5,4,1
"ENSMUSG00000024571",0,2,1,7,11,0
"ENSMUSG00000024575",0,0,0,0,1,0
"ENSMUSG00000024576",22,15,15,40,38,12
"ENSMUSG00000024578",0,0,0,0,0,0
"ENSMUSG00000024579",5,3,0,4,2,2
"ENSMUSG00000024580",0,2,0,4,3,0
"ENSMUSG00000024581",4,8,2,20,31,7
"ENSMUSG00000024583",3,4,2,15,15,2
"ENSMUSG00000024587",8,10,1,24,15,7
"ENSMUSG00000024588",1,1,0,6,4,2
"ENSMUSG00000024589",13,3,9,37,36,6
"ENSMUSG00000024590",1,0,0,1,0,0
"ENSMUSG00000024592",4,2,2,3,2,1
"ENSMUSG00000024593",1,1,1,3,1,0
"ENSMUSG00000024594",2,1,3,6,6,0
"ENSMUSG00000024597",8,8,6,14,10,5
"ENSMUSG00000024598",0,0,0,0,1,0
"ENSMUSG00000024600",0,0,0,0,0,0
"ENSMUSG00000024601",0,2,0,4,2,0
"ENSMUSG00000024603",1,9,5,16,18,5
"ENSMUSG00000024604",0,0,2,3,1,1
"ENSMUSG00000024608",0,1,0,0,1,1
"ENSMUSG00000024610",2,1,1,9,3,1
"ENSMUSG00000024613",2,1,0,1,3,0
"ENSMUSG00000024614",5,2,3,7,10,1
"ENSMUSG00000024617",69,64,40,144,168,61
"ENSMUSG00000024619",0,0,0,0,0,0
"ENSMUSG00000024620",1,0,3,6,4,1
"ENSMUSG00000024621",3,2,0,6,6,2
"ENSMUSG00000024622",3,3,2,9,9,1
"ENSMUSG00000024639",20,18,3,52,45,8
"ENSMUSG00000024640",4,3,2,7,4,1
"ENSMUSG00000024642",9,3,5,16,26,4
"ENSMUSG00000024644",1,1,2,2,2,0
"ENSMUSG00000024645",0,0,0,1,0,0
"ENSMUSG00000024646",0,5,2,3,10,0
"ENSMUSG00000024647",2,2,1,3,5,1
"ENSMUSG00000024650",0,4,0,0,2,0
"ENSMUSG00000024653",0,0,0,0,0,0
"ENSMUSG00000024654",3,2,3,7,7,2
"ENSMUSG00000024658",0,0,0,0,0,0
"ENSMUSG00000024659",0,1,0,2,0,1
"ENSMUSG00000024660",1,0,1,2,1,0
"ENSMUSG00000024661",30,20,14,61,54,12
"ENSMUSG00000024663",1,1,2,0,1,0
"ENSMUSG00000024664",1,2,1,10,3,0
"ENSMUSG00000024665",4,2,8,11,9,6
"ENSMUSG00000024666",0,2,0,2,2,0
"ENSMUSG00000024667",0,0,0,0,0,0
"ENSMUSG00000024668",0,2,1,5,6,2
"ENSMUSG00000024669",0,0,0,0,0,0
"ENSMUSG00000024670",0,0,0,1,1,0
"ENSMUSG00000024672",0,0,0,0,0,0
"ENSMUSG00000024673",0,0,0,0,0,0
"ENSMUSG00000024675",0,0,0,0,0,0
"ENSMUSG00000024677",0,0,0,1,0,0
"ENSMUSG00000024678",0,0,0,1,0,0
"ENSMUSG00000024679",0,0,0,0,0,0
"ENSMUSG00000024680",0,0,0,0,0,0
"ENSMUSG00000024681",0,0,0,0,0,0
"ENSMUSG00000024682",0,0,0,0,0,0
"ENSMUSG00000024683",1,3,1,0,1,1
"ENSMUSG00000024687",10,4,4,18,10,5
"ENSMUSG00000024691",0,0,0,1,0,0
"ENSMUSG00000024694",0,0,0,0,0,0
"ENSMUSG00000024695",4,10,8,11,21,5
"ENSMUSG00000024696",0,0,0,0,0,0
"ENSMUSG00000024697",0,0,0,1,0,1
"ENSMUSG00000024712",3,2,2,3,7,1
"ENSMUSG00000024713",1,2,2,1,6,4
"ENSMUSG00000024725",0,0,0,5,1,0
"ENSMUSG00000024726",1,1,0,0,0,0
"ENSMUSG00000024727",0,0,0,0,0,1
"ENSMUSG00000024728",0,0,1,0,0,0
"ENSMUSG00000024729",0,0,0,0,0,0
"ENSMUSG00000024730",0,0,0,0,0,0
"ENSMUSG00000024731",0,0,0,0,0,0
"ENSMUSG00000024732",0,0,0,0,3,0
"ENSMUSG00000024734",0,0,0,0,0,0
"ENSMUSG00000024735",2,2,1,6,4,2
"ENSMUSG00000024736",0,4,2,14,7,2
"ENSMUSG00000024737",0,0,0,0,0,0
"ENSMUSG00000024738",0,0,0,0,0,0
"ENSMUSG00000024740",7,16,3,43,20,7
"ENSMUSG00000024742",0,0,0,0,0,0
"ENSMUSG00000024743",10,15,9,38,24,14
"ENSMUSG00000024747",0,0,0,1,0,0
"ENSMUSG00000024749",0,0,0,0,0,0
"ENSMUSG00000024750",4,4,4,12,7,5
"ENSMUSG00000024754",4,3,2,10,3,4
"ENSMUSG00000024757",0,0,0,0,0,0
"ENSMUSG00000024758",59,41,34,157,155,40
"ENSMUSG00000024759",5,1,5,12,4,1
"ENSMUSG00000024761",0,0,0,2,0,0
"ENSMUSG00000024764",2,0,0,5,2,2
"ENSMUSG00000024766",0,0,0,0,0,0
"ENSMUSG00000024767",5,6,1,14,17,6
"ENSMUSG00000024768",0,0,0,0,0,0
"ENSMUSG00000024769",0,2,0,1,0,2
"ENSMUSG00000024770",0,0,0,0,0,0
"ENSMUSG00000024771",0,0,0,0,0,0
"ENSMUSG00000024772",2,3,1,4,1,1
"ENSMUSG00000024773",27,20,21,19,34,25
"ENSMUSG00000024774",0,0,0,0,0,0
"ENSMUSG00000024776",3,1,0,1,0,0
"ENSMUSG00000024777",5,5,10,9,10,7
"ENSMUSG00000024778",0,0,0,0,0,0
"ENSMUSG00000024780",1,4,1,16,11,2
"ENSMUSG00000024781",2,1,1,1,5,0
"ENSMUSG00000024782",7,5,2,16,8,6
"ENSMUSG00000024784",0,0,0,0,0,0
"ENSMUSG00000024785",0,1,1,1,1,1
"ENSMUSG00000024786",0,0,0,0,0,0
"ENSMUSG00000024787",1,2,0,3,0,0
"ENSMUSG00000024789",3,1,3,5,14,2
"ENSMUSG00000024790",0,2,0,3,1,1
"ENSMUSG00000024791",0,0,0,0,0,0
"ENSMUSG00000024792",0,1,0,1,1,1
"ENSMUSG00000024793",0,0,0,0,1,0
"ENSMUSG00000024795",0,0,1,0,0,0
"ENSMUSG00000024797",4,1,1,7,4,1
"ENSMUSG00000024798",0,0,0,2,1,0
"ENSMUSG00000024799",1,0,0,2,1,2
"ENSMUSG00000024800",0,0,0,4,1,1
"ENSMUSG00000024803",0,0,0,0,0,0
"ENSMUSG00000024805",0,0,0,2,2,2
"ENSMUSG00000024806",0,0,0,0,0,0
"ENSMUSG00000024807",32,23,23,36,26,21
"ENSMUSG00000024810",1,1,0,1,4,1
"ENSMUSG00000024811",13,22,4,40,32,18
"ENSMUSG00000024812",1,0,1,6,6,1
"ENSMUSG00000024815",0,0,0,0,0,0
"ENSMUSG00000024816",0,2,0,1,6,1
"ENSMUSG00000024817",2,1,1,2,5,4
"ENSMUSG00000024818",0,0,0,0,0,0
"ENSMUSG00000024824",0,0,0,1,1,1
"ENSMUSG00000024826",1,1,0,2,5,1
"ENSMUSG00000024827",1,0,0,1,4,0
"ENSMUSG00000024829",1,0,1,0,0,1
"ENSMUSG00000024830",1,1,0,1,2,0
"ENSMUSG00000024831",0,0,0,2,0,0
"ENSMUSG00000024833",0,0,0,0,0,0
"ENSMUSG00000024835",1,1,1,3,1,3
"ENSMUSG00000024837",0,0,0,0,0,0
"ENSMUSG00000024841",0,0,0,4,2,2
"ENSMUSG00000024842",0,0,0,0,0,0
"ENSMUSG00000024843",2,4,3,4,3,4
"ENSMUSG00000024844",0,1,1,1,1,0
"ENSMUSG00000024845",0,1,1,1,3,0
"ENSMUSG00000024846",1,0,0,1,0,0
"ENSMUSG00000024847",0,0,0,5,4,1
"ENSMUSG00000024851",8,14,4,20,14,9
"ENSMUSG00000024853",10,9,7,20,15,4
"ENSMUSG00000024854",0,2,0,1,1,0
"ENSMUSG00000024855",2,4,3,13,8,1
"ENSMUSG00000024856",2,3,5,2,3,1
"ENSMUSG00000024857",0,0,0,0,0,0
"ENSMUSG00000024858",6,3,4,10,16,4
"ENSMUSG00000024862",11,5,2,29,14,3
"ENSMUSG00000024863",0,0,0,0,0,0
"ENSMUSG00000024866",0,0,0,0,0,0
"ENSMUSG00000024867",0,0,0,7,3,3
"ENSMUSG00000024868",0,0,0,0,0,0
"ENSMUSG00000024869",1,1,3,0,1,0
"ENSMUSG00000024870",2,1,2,11,8,1
"ENSMUSG00000024871",0,0,0,1,1,0
"ENSMUSG00000024873",8,5,4,9,9,3
"ENSMUSG00000024875",0,3,1,4,1,0
"ENSMUSG00000024878",1,2,0,7,4,1
"ENSMUSG00000024883",2,1,1,7,3,2
"ENSMUSG00000024885",7,2,2,2,4,2
"ENSMUSG00000024887",1,0,0,3,7,0
"ENSMUSG00000024889",0,0,0,2,1,0
"ENSMUSG00000024891",0,0,0,3,2,1
"ENSMUSG00000024892",2,2,0,10,6,2
"ENSMUSG00000024896",1,2,4,3,5,0
"ENSMUSG00000024897",13,8,5,28,32,7
"ENSMUSG00000024899",0,0,0,1,0,2
"ENSMUSG00000024900",2,3,0,3,5,2
"ENSMUSG00000024901",1,2,1,4,3,2
"ENSMUSG00000024902",1,3,2,6,8,3
"ENSMUSG00000024903",0,0,0,0,0,0
"ENSMUSG00000024905",0,0,0,0,0,0
"ENSMUSG00000024906",1,0,2,3,3,0
"ENSMUSG00000024907",0,0,0,0,0,0
"ENSMUSG00000024908",11,6,2,8,9,7
"ENSMUSG00000024909",1,0,1,0,3,0
"ENSMUSG00000024910",0,0,0,0,0,0
"ENSMUSG00000024911",0,2,2,3,2,0
"ENSMUSG00000024912",0,0,0,0,1,0
"ENSMUSG00000024913",3,0,0,2,0,0
"ENSMUSG00000024914",1,0,0,0,1,0
"ENSMUSG00000024921",7,9,6,45,19,6
"ENSMUSG00000024922",0,0,0,0,0,0
"ENSMUSG00000024924",6,0,5,22,14,5
"ENSMUSG00000024925",1,0,1,1,2,1
"ENSMUSG00000024926",2,5,1,7,1,1
"ENSMUSG00000024927",2,0,1,2,1,1
"ENSMUSG00000024935",5,7,2,23,13,3
"ENSMUSG00000024936",0,0,0,0,0,0
"ENSMUSG00000024937",1,2,0,1,3,0
"ENSMUSG00000024939",0,0,0,0,0,0
"ENSMUSG00000024940",0,2,0,3,4,1
"ENSMUSG00000024941",2,2,5,2,5,1
"ENSMUSG00000024942",2,1,0,5,1,1
"ENSMUSG00000024943",0,1,0,4,5,0
"ENSMUSG00000024944",9,9,5,6,9,9
"ENSMUSG00000024947",1,1,1,5,5,1
"ENSMUSG00000024948",50,33,30,47,43,49
"ENSMUSG00000024949",7,6,4,16,11,8
"ENSMUSG00000024952",2,2,0,3,3,2
"ENSMUSG00000024953",3,0,0,3,0,0
"ENSMUSG00000024955",1,3,4,7,7,6
"ENSMUSG00000024957",0,0,1,0,1,0
"ENSMUSG00000024958",3,3,0,11,10,2
"ENSMUSG00000024959",2,1,2,4,1,1
"ENSMUSG00000024960",0,0,0,2,0,1
"ENSMUSG00000024962",5,1,0,3,4,1
"ENSMUSG00000024963",0,1,0,1,0,0
"ENSMUSG00000024965",0,0,0,0,1,1
"ENSMUSG00000024966",3,3,4,18,13,3
"ENSMUSG00000024968",0,2,0,2,3,5
"ENSMUSG00000024969",2,3,2,7,10,3
"ENSMUSG00000024970",0,1,0,3,3,1
"ENSMUSG00000024972",0,0,0,0,0,0
"ENSMUSG00000024973",0,0,0,0,0,0
"ENSMUSG00000024974",3,2,1,19,6,2
"ENSMUSG00000024975",4,5,2,7,7,3
"ENSMUSG00000024976",8,2,1,14,8,3
"ENSMUSG00000024978",2,3,1,1,6,1
"ENSMUSG00000024979",0,0,0,0,0,0
"ENSMUSG00000024981",3,3,0,10,8,2
"ENSMUSG00000024982",0,0,0,0,4,0
"ENSMUSG00000024983",3,3,0,7,10,6
"ENSMUSG00000024985",3,1,1,4,0,1
"ENSMUSG00000024986",0,0,0,2,0,0
"ENSMUSG00000024987",0,0,0,0,0,0
"ENSMUSG00000024989",0,0,0,0,0,0
"ENSMUSG00000024990",0,0,0,1,2,2
"ENSMUSG00000024991",10,9,6,17,13,6
"ENSMUSG00000024992",0,0,0,0,0,0
"ENSMUSG00000024993",3,6,2,5,3,0
"ENSMUSG00000024997",3,2,1,5,5,2
"ENSMUSG00000024998",0,0,0,4,1,0
"ENSMUSG00000024999",0,1,0,4,1,0
"ENSMUSG00000025001",0,0,0,0,1,0
"ENSMUSG00000025002",0,0,0,0,0,0
"ENSMUSG00000025003",0,0,0,0,0,0
"ENSMUSG00000025004",0,0,0,0,0,0
"ENSMUSG00000025006",2,4,3,9,6,2
"ENSMUSG00000025007",0,2,0,4,3,1
"ENSMUSG00000025008",0,0,0,1,0,0
"ENSMUSG00000025010",0,0,0,2,3,0
"ENSMUSG00000025013",0,0,0,0,0,0
"ENSMUSG00000025014",0,0,0,0,0,0
"ENSMUSG00000025016",13,12,8,16,28,8
"ENSMUSG00000025017",0,0,0,1,0,0
"ENSMUSG00000025019",2,4,0,8,5,1
"ENSMUSG00000025020",3,0,3,14,7,2
"ENSMUSG00000025024",0,0,1,0,3,0
"ENSMUSG00000025025",9,7,5,9,22,7
"ENSMUSG00000025026",4,3,5,15,15,4
"ENSMUSG00000025027",1,0,2,2,3,2
"ENSMUSG00000025034",1,6,2,8,7,4
"ENSMUSG00000025035",2,4,1,5,3,0
"ENSMUSG00000025036",0,0,0,1,0,0
"ENSMUSG00000025037",0,0,0,2,0,3
"ENSMUSG00000025038",0,0,0,0,0,1
"ENSMUSG00000025040",1,1,1,4,5,2
"ENSMUSG00000025041",3,4,6,12,8,1
"ENSMUSG00000025043",0,0,0,0,0,0
"ENSMUSG00000025044",0,0,0,0,0,0
"ENSMUSG00000025047",6,1,0,5,8,3
"ENSMUSG00000025049",0,0,0,0,5,0
"ENSMUSG00000025050",2,0,0,1,0,0
"ENSMUSG00000025051",0,0,0,0,0,0
"ENSMUSG00000025056",0,0,0,0,0,0
"ENSMUSG00000025058",0,0,0,0,0,0
"ENSMUSG00000025059",2,0,0,3,1,2
"ENSMUSG00000025060",5,2,6,14,17,3
"ENSMUSG00000025064",0,0,0,0,0,0
"ENSMUSG00000025066",3,3,0,4,2,4
"ENSMUSG00000025068",4,4,2,2,7,4
"ENSMUSG00000025069",1,1,0,0,2,0
"ENSMUSG00000025075",0,0,0,0,0,0
"ENSMUSG00000025076",2,0,0,0,0,0
"ENSMUSG00000025077",1,0,0,1,0,1
"ENSMUSG00000025078",0,2,1,6,2,2
"ENSMUSG00000025081",0,0,1,0,0,0
"ENSMUSG00000025082",0,0,0,0,0,0
"ENSMUSG00000025083",0,0,0,0,1,0
"ENSMUSG00000025085",6,2,1,17,10,7
"ENSMUSG00000025086",0,1,1,0,1,1
"ENSMUSG00000025089",2,1,0,0,4,1
"ENSMUSG00000025090",0,0,0,0,0,0
"ENSMUSG00000025091",0,0,0,0,0,0
"ENSMUSG00000025092",20,10,9,39,40,13
"ENSMUSG00000025094",2,1,1,1,0,0
"ENSMUSG00000025102",0,0,0,3,2,0
"ENSMUSG00000025103",0,0,0,1,1,0
"ENSMUSG00000025104",4,6,6,18,14,4
"ENSMUSG00000025105",0,0,0,0,0,0
"ENSMUSG00000025127",0,0,0,0,0,0
"ENSMUSG00000025128",6,2,1,3,2,0
"ENSMUSG00000025129",0,0,0,0,0,0
"ENSMUSG00000025130",9,4,2,7,13,2
"ENSMUSG00000025132",6,7,2,11,14,8
"ENSMUSG00000025133",4,3,0,4,3,1
"ENSMUSG00000025134",0,2,0,3,0,0
"ENSMUSG00000025135",4,0,0,6,5,0
"ENSMUSG00000025137",2,4,1,8,8,0
"ENSMUSG00000025138",8,6,3,12,9,2
"ENSMUSG00000025139",7,4,6,31,22,4
"ENSMUSG00000025140",0,0,0,0,0,0
"ENSMUSG00000025141",0,0,0,0,0,0
"ENSMUSG00000025142",3,4,1,3,1,0
"ENSMUSG00000025144",0,0,0,1,1,0
"ENSMUSG00000025145",0,0,0,2,2,0
"ENSMUSG00000025147",0,3,2,1,3,3
"ENSMUSG00000025150",0,0,0,1,0,0
"ENSMUSG00000025151",7,14,9,38,58,9
"ENSMUSG00000025153",13,12,8,63,44,15
"ENSMUSG00000025154",0,0,0,1,0,0
"ENSMUSG00000025155",1,0,0,4,2,0
"ENSMUSG00000025156",0,0,0,0,0,1
"ENSMUSG00000025157",0,1,1,0,3,1
"ENSMUSG00000025158",1,1,0,11,3,3
"ENSMUSG00000025159",1,1,0,1,2,0
"ENSMUSG00000025161",0,0,0,1,1,0
"ENSMUSG00000025162",5,1,3,17,9,3
"ENSMUSG00000025163",0,0,0,0,0,0
